iata,ciudad,fecha,t_max,t_min,precipitacion,viento,humedad
SLM,Salamanca,27/10/2024,16.7°,8.5°,"0,8 mm",17.2 Km/h,60.8 %
SLM,Salamanca,28/10/2024,18.7°,9.3°,"0,1 mm",23.8 Km/h,64.5 %
SLM,Salamanca,29/10/2024,17°,9.7°,4 mm,21.7 Km/h,72.2 %
SLM,Salamanca,30/10/2024,16°,9.5°,"3,8 mm",25.3 Km/h,75.8 %
SLM,Salamanca,31/10/2024,15.5°,9.5°,"1,3 mm",20.3 Km/h,78.7 %
SLM,Salamanca,1/11/2024,16.2°,9.8°,"0,9 mm",22.2 Km/h,77.5 %
SLM,Salamanca,2/11/2024,15.2°,8°,"3,3 mm",25.5 Km/h,75.3 %
SLM,Salamanca,3/11/2024,12.3°,7.5°,"1,4 mm",28.5 Km/h,74.7 %
SLM,Salamanca,4/11/2024,11.3°,5.5°,"1,8 mm",26 Km/h,77 %
SLM,Salamanca,5/11/2024,13°,5.7°,"0,4 mm",24.8 Km/h,70.5 %
SLM,Salamanca,6/11/2024,13.7°,5.8°,"0,7 mm",20.8 Km/h,71.3 %
SLM,Salamanca,7/11/2024,13.3°,5°,"0,7 mm",20.3 Km/h,74.2 %
SLM,Salamanca,8/11/2024,13.3°,6.3°,"0,3 mm",20 Km/h,77.5 %
SLM,Salamanca,9/11/2024,12.5°,6.2°,"4,8 mm",20.3 Km/h,79.8 %
SLM,Salamanca,10/11/2024,13°,4.8°,"0,4 mm",14.3 Km/h,74.8 %
SLM,Salamanca,11/11/2024,14.5°,6.2°,"0,1 mm",20.2 Km/h,71.7 %
SLM,Salamanca,12/11/2024,14.7°,6.8°,"0,2 mm",19.7 Km/h,67.3 %
SLM,Salamanca,13/11/2024,14.5°,6.7°,"0,9 mm",19.2 Km/h,70.8 %
SLM,Salamanca,14/11/2024,13.5°,6.3°,"0,9 mm",22.8 Km/h,74.3 %
SLM,Salamanca,15/11/2024,13.2°,6.8°,"0,5 mm",23.8 Km/h,79.5 %
SLM,Salamanca,16/11/2024,13.3°,6.7°,0 mm,17.5 Km/h,80 %
SLM,Salamanca,17/11/2024,14.2°,6°,"0,4 mm",19.7 Km/h,76.2 %
SLM,Salamanca,18/11/2024,13.7°,5.3°,"0,1 mm",15 Km/h,72.3 %
SLM,Salamanca,19/11/2024,14.2°,5°,"0,1 mm",15.3 Km/h,73.3 %
SLM,Salamanca,20/11/2024,12.7°,5.2°,"0,2 mm",18.5 Km/h,75.3 %
SLM,Salamanca,21/11/2024,10.7°,3.5°,"1,2 mm",23.2 Km/h,75.2 %
SLM,Salamanca,22/11/2024,9.3°,3.5°,"1,1 mm",26.8 Km/h,76 %
SLM,Salamanca,23/11/2024,11°,4.5°,1 mm,26.5 Km/h,75.3 %
SLM,Salamanca,24/11/2024,11.3°,4.5°,"0,6 mm",23 Km/h,76.5 %
SLM,Salamanca,25/11/2024,10.7°,4.3°,"3,5 mm",21.3 Km/h,79.3 %
SLM,Salamanca,26/11/2024,10.5°,4°,"0,7 mm",17.7 Km/h,75.3 %
SLM,Salamanca,27/11/2024,11.3°,4.3°,"0,6 mm",23 Km/h,72.2 %
SLM,Salamanca,28/11/2024,10.8°,4.3°,"0,2 mm",20.3 Km/h,77.7 %
SLM,Salamanca,29/11/2024,11.8°,5.5°,1 mm,19 Km/h,80.2 %
SLM,Salamanca,30/11/2024,11.5°,4.8°,"5,3 mm",22.8 Km/h,80.8 %
SLM,Salamanca,1/12/2024,10.7°,4°,"2,6 mm",18.2 Km/h,73 %
SLM,Salamanca,2/12/2024,9°,2.2°,"0,5 mm",22.3 Km/h,74 %
SLM,Salamanca,3/12/2024,9°,0.8°,0 mm,19.7 Km/h,77 %
SLM,Salamanca,4/12/2024,7.5°,1.8°,1 mm,22.2 Km/h,81.8 %
SLM,Salamanca,5/12/2024,8.2°,1.3°,0 mm,19.3 Km/h,79 %
SLM,Salamanca,6/12/2024,9.5°,2.8°,"0,2 mm",16.2 Km/h,81.5 %
SLM,Salamanca,7/12/2024,10°,4.3°,"2,2 mm",24.7 Km/h,82 %
SLM,Salamanca,8/12/2024,8.2°,3°,"1,6 mm",29.2 Km/h,82.5 %
SLM,Salamanca,9/12/2024,8.8°,2.8°,"0,6 mm",24.2 Km/h,83.7 %
SLM,Salamanca,10/12/2024,9.8°,3.7°,"0,5 mm",20.8 Km/h,82.8 %
SLM,Salamanca,11/12/2024,9.5°,3.5°,"1,9 mm",20.3 Km/h,82 %
SLM,Salamanca,12/12/2024,10.8°,3.7°,"0,9 mm",24.2 Km/h,83.5 %
SLM,Salamanca,13/12/2024,11°,4.8°,"1,3 mm",20.3 Km/h,82.7 %
SLM,Salamanca,14/12/2024,10.3°,3.3°,"0,6 mm",18.5 Km/h,80.2 %
SLM,Salamanca,15/12/2024,9.7°,2.8°,"0,1 mm",20.8 Km/h,75 %
SLM,Salamanca,16/12/2024,10.5°,2.7°,"3,1 mm",14.8 Km/h,75.2 %
SLM,Salamanca,17/12/2024,10.2°,1.8°,"1,6 mm",11.2 Km/h,69.2 %
SLM,Salamanca,18/12/2024,11.5°,2.5°,0 mm,19.5 Km/h,68 %
SLM,Salamanca,19/12/2024,10.5°,3.3°,"5,3 mm",22.5 Km/h,74.3 %
SLM,Salamanca,20/12/2024,8.8°,3.7°,10 mm,22.3 Km/h,79.5 %
SLM,Salamanca,21/12/2024,11.2°,4.3°,1 mm,19.8 Km/h,81.5 %
SLM,Salamanca,22/12/2024,11.8°,4.5°,"0,1 mm",19.5 Km/h,82.3 %
SLM,Salamanca,23/12/2024,10.7°,3.5°,0 mm,18 Km/h,81.5 %
SLM,Salamanca,24/12/2024,10.8°,3.5°,0 mm,18.3 Km/h,79.2 %
SLM,Salamanca,25/12/2024,10.3°,4.2°,"0,1 mm",18.8 Km/h,73.7 %
SLM,Salamanca,26/12/2024,10.3°,3°,"0,2 mm",15 Km/h,79.3 %
SLM,Salamanca,27/12/2024,10.2°,2.7°,"0,2 mm",20 Km/h,73.5 %
SLM,Salamanca,28/12/2024,10°,3.2°,"0,5 mm",19.7 Km/h,73.5 %
SLM,Salamanca,29/12/2024,10.2°,3.8°,"0,6 mm",17 Km/h,75.7 %
SLM,Salamanca,30/12/2024,10.7°,3.2°,"0,1 mm",15 Km/h,70 %
SLM,Salamanca,31/12/2024,10.3°,2.2°,"0,5 mm",17.2 Km/h,66.5 %
XRY,Jerez,1/01/2024,16.2°,9.4°,"0,4 mm",11 Km/h,64.4 %
XRY,Jerez,2/01/2024,15.8°,8.6°,"0,4 mm",10.6 Km/h,66.4 %
XRY,Jerez,3/01/2024,16.8°,8°,0 mm,9.3 Km/h,66.8 %
XRY,Jerez,4/01/2024,16°,8.8°,"1,9 mm",13.8 Km/h,75.3 %
XRY,Jerez,5/01/2024,14.5°,7.8°,"0,8 mm",13.3 Km/h,74.5 %
XRY,Jerez,6/01/2024,13.5°,7.5°,"3,9 mm",13.5 Km/h,77 %
XRY,Jerez,7/01/2024,13.5°,6.3°,"8,4 mm",18.5 Km/h,72.5 %
XRY,Jerez,8/01/2024,14°,6°,"6,3 mm",17.5 Km/h,75.8 %
XRY,Jerez,9/01/2024,14.5°,8.8°,"2,5 mm",19 Km/h,75.3 %
XRY,Jerez,10/01/2024,15.3°,7.8°,"2,3 mm",13 Km/h,81 %
XRY,Jerez,11/01/2024,14.8°,7.8°,0 mm,11.8 Km/h,78 %
XRY,Jerez,12/01/2024,15°,7°,0 mm,16 Km/h,76.3 %
XRY,Jerez,13/01/2024,15.5°,7°,0 mm,16.8 Km/h,70.3 %
XRY,Jerez,14/01/2024,16.3°,7.8°,0 mm,12.8 Km/h,62.8 %
XRY,Jerez,15/01/2024,15.3°,7.8°,0 mm,16.3 Km/h,75.5 %
XRY,Jerez,16/01/2024,16°,8°,"0,6 mm",18.7 Km/h,73.3 %
XRY,Jerez,17/01/2024,17°,9°,"2,7 mm",19.5 Km/h,73 %
XRY,Jerez,18/01/2024,15.3°,8.5°,"1,6 mm",20 Km/h,76.3 %
XRY,Jerez,19/01/2024,15°,7°,"2,9 mm",20.5 Km/h,72.5 %
XRY,Jerez,20/01/2024,14.3°,7.5°,"6,5 mm",16.8 Km/h,78 %
XRY,Jerez,21/01/2024,16.3°,7.5°,"0,8 mm",15 Km/h,75.8 %
XRY,Jerez,22/01/2024,16.5°,7.8°,"1,3 mm",21.5 Km/h,69.5 %
XRY,Jerez,23/01/2024,16.3°,7°,"0,3 mm",17.8 Km/h,64 %
XRY,Jerez,24/01/2024,17°,8.5°,"2,4 mm",14.5 Km/h,68.3 %
XRY,Jerez,25/01/2024,17°,8.8°,"1,5 mm",16.5 Km/h,67 %
XRY,Jerez,26/01/2024,17°,9.3°,"0,3 mm",14.3 Km/h,70.5 %
XRY,Jerez,27/01/2024,17.8°,9.3°,0 mm,15.8 Km/h,69.8 %
XRY,Jerez,28/01/2024,18°,8°,0 mm,15 Km/h,64.5 %
XRY,Jerez,29/01/2024,18.3°,8.5°,0 mm,11.8 Km/h,66.8 %
XRY,Jerez,30/01/2024,17.3°,8.8°,"0,3 mm",13.3 Km/h,68.5 %
XRY,Jerez,31/01/2024,18.5°,8°,0 mm,13.3 Km/h,67.5 %
XRY,Jerez,1/02/2024,18.3°,8°,0 mm,14 Km/h,67.3 %
XRY,Jerez,2/02/2024,17.8°,8°,0 mm,7 Km/h,68.3 %
XRY,Jerez,3/02/2024,19°,8.5°,0 mm,7.8 Km/h,67.3 %
XRY,Jerez,4/02/2024,17.5°,8.5°,0 mm,8.8 Km/h,66.5 %
XRY,Jerez,5/02/2024,17.3°,8.8°,"3,2 mm",14 Km/h,66.3 %
XRY,Jerez,6/02/2024,17.5°,8.8°,"0,4 mm",15 Km/h,68 %
XRY,Jerez,7/02/2024,16°,8.3°,"0,6 mm",17.3 Km/h,75.3 %
XRY,Jerez,8/02/2024,17.5°,9°,"2,5 mm",25 Km/h,73 %
XRY,Jerez,9/02/2024,17°,9.5°,"10,5 mm",27.3 Km/h,76.3 %
XRY,Jerez,10/02/2024,16°,9.5°,"2,6 mm",23.8 Km/h,74.8 %
XRY,Jerez,11/02/2024,17.8°,10.3°,"0,5 mm",22.5 Km/h,72 %
XRY,Jerez,12/02/2024,18°,10.5°,"0,5 mm",16.5 Km/h,78 %
XRY,Jerez,13/02/2024,18.5°,10.3°,0 mm,18 Km/h,75 %
XRY,Jerez,14/02/2024,19°,10.3°,"0,1 mm",20.5 Km/h,67.3 %
XRY,Jerez,15/02/2024,17.8°,10°,"0,7 mm",20.5 Km/h,66.5 %
XRY,Jerez,16/02/2024,18.5°,8.8°,0 mm,12.8 Km/h,66 %
XRY,Jerez,17/02/2024,20°,9.3°,0 mm,17.8 Km/h,67 %
XRY,Jerez,18/02/2024,19.3°,10°,0 mm,14 Km/h,69.3 %
XRY,Jerez,19/02/2024,18.3°,10°,0 mm,10.8 Km/h,69.3 %
XRY,Jerez,20/02/2024,19.5°,10.8°,0 mm,15.3 Km/h,67.5 %
XRY,Jerez,21/02/2024,19.3°,10°,"3,5 mm",15.5 Km/h,69.8 %
XRY,Jerez,22/02/2024,19.3°,9.8°,"0,5 mm",14.5 Km/h,71.3 %
XRY,Jerez,23/02/2024,18°,8.5°,"0,3 mm",18.3 Km/h,65.3 %
XRY,Jerez,24/02/2024,16.8°,7.8°,"0,2 mm",19.5 Km/h,63.3 %
XRY,Jerez,25/02/2024,16°,9.3°,2 mm,19.3 Km/h,75.3 %
XRY,Jerez,26/02/2024,15°,9.8°,"2,3 mm",21 Km/h,78.3 %
XRY,Jerez,27/02/2024,16.5°,7.8°,0 mm,14 Km/h,70.5 %
XRY,Jerez,28/02/2024,16.8°,6.8°,0 mm,13.3 Km/h,66 %
XRY,Jerez,29/02/2024,17°,6°,0 mm,23 Km/h,67 %
XRY,Jerez,1/03/2024,16.8°,6.3°,"1,1 mm",13.3 Km/h,67 %
XRY,Jerez,2/03/2024,18°,7.3°,"0,3 mm",15.8 Km/h,69.5 %
XRY,Jerez,3/03/2024,16.8°,7.5°,"0,7 mm",20.5 Km/h,67.3 %
XRY,Jerez,4/03/2024,16.5°,7.8°,"0,4 mm",18.3 Km/h,68.3 %
XRY,Jerez,5/03/2024,16.3°,8°,8 mm,18 Km/h,69.8 %
XRY,Jerez,6/03/2024,17°,8°,"2,1 mm",17 Km/h,76.3 %
XRY,Jerez,7/03/2024,16.3°,9.5°,"9,8 mm",22.5 Km/h,83 %
XRY,Jerez,8/03/2024,16°,9.5°,"4,5 mm",25 Km/h,82.3 %
XRY,Jerez,9/03/2024,17°,9°,"4,4 mm",22.3 Km/h,79.3 %
XRY,Jerez,10/03/2024,19.3°,9°,"2,4 mm",17.8 Km/h,76 %
XRY,Jerez,11/03/2024,18.8°,9.3°,"0,3 mm",15 Km/h,78 %
XRY,Jerez,12/03/2024,20°,8.8°,0 mm,13 Km/h,76.5 %
XRY,Jerez,13/03/2024,18.3°,9.8°,"0,5 mm",17 Km/h,74.8 %
XRY,Jerez,14/03/2024,17.8°,8.5°,1 mm,19.5 Km/h,75.8 %
XRY,Jerez,15/03/2024,20°,9.5°,"1,1 mm",13 Km/h,73.8 %
XRY,Jerez,16/03/2024,21°,9.8°,"0,6 mm",13.3 Km/h,70.8 %
XRY,Jerez,17/03/2024,20.5°,10.3°,"0,2 mm",15 Km/h,71.8 %
XRY,Jerez,18/03/2024,19.3°,9.8°,"0,2 mm",16.5 Km/h,67.5 %
XRY,Jerez,19/03/2024,19.8°,8.8°,0 mm,21.8 Km/h,66.8 %
XRY,Jerez,20/03/2024,18°,10.3°,"1,2 mm",24.5 Km/h,69.8 %
XRY,Jerez,21/03/2024,19°,9.3°,"0,8 mm",15.5 Km/h,75 %
XRY,Jerez,22/03/2024,21°,10°,"0,6 mm",16.8 Km/h,69.3 %
XRY,Jerez,23/03/2024,19.8°,11°,"1,5 mm",17.3 Km/h,70 %
XRY,Jerez,24/03/2024,20.5°,10.8°,4 mm,21 Km/h,74 %
XRY,Jerez,25/03/2024,19.3°,10.3°,"2,6 mm",19.3 Km/h,81.3 %
XRY,Jerez,26/03/2024,19.3°,9°,"2,7 mm",19.5 Km/h,70.5 %
XRY,Jerez,27/03/2024,20°,10.3°,1 mm,26.5 Km/h,65.5 %
XRY,Jerez,28/03/2024,20°,12.5°,"4,5 mm",24 Km/h,71.8 %
XRY,Jerez,29/03/2024,20.8°,11.8°,"6,3 mm",23 Km/h,67.5 %
XRY,Jerez,30/03/2024,20.3°,11.5°,"5,6 mm",28 Km/h,69.8 %
XRY,Jerez,31/03/2024,19.5°,12.5°,"4,7 mm",32.5 Km/h,66.5 %
XRY,Jerez,1/04/2024,20°,10.8°,"1,6 mm",21.3 Km/h,72.3 %
XRY,Jerez,2/04/2024,20.8°,10°,0 mm,15.5 Km/h,71.8 %
XRY,Jerez,3/04/2024,20.8°,9.3°,0 mm,14.5 Km/h,65 %
XRY,Jerez,4/04/2024,20°,10.5°,"0,8 mm",19 Km/h,72.8 %
XRY,Jerez,5/04/2024,22.3°,10.5°,"1,3 mm",18.3 Km/h,72 %
XRY,Jerez,6/04/2024,22.3°,11.3°,"0,1 mm",15.3 Km/h,64.8 %
XRY,Jerez,7/04/2024,23.3°,11°,0 mm,19.5 Km/h,63 %
XRY,Jerez,8/04/2024,22.3°,9.8°,"0,1 mm",19 Km/h,63.8 %
XRY,Jerez,9/04/2024,22.8°,9°,0 mm,17 Km/h,66.8 %
XRY,Jerez,10/04/2024,23.8°,11°,0 mm,20 Km/h,64 %
XRY,Jerez,11/04/2024,23.8°,12°,"0,2 mm",22.3 Km/h,62.5 %
XRY,Jerez,12/04/2024,23.3°,11.5°,"0,2 mm",19.5 Km/h,67 %
XRY,Jerez,13/04/2024,23°,9.5°,"0,1 mm",15 Km/h,64.8 %
XRY,Jerez,14/04/2024,24.3°,11.5°,"0,1 mm",18 Km/h,58 %
XRY,Jerez,15/04/2024,24°,12°,"6,4 mm",13 Km/h,66 %
XRY,Jerez,16/04/2024,27.5°,13.5°,0 mm,15 Km/h,58.5 %
XRY,Jerez,17/04/2024,26°,12.5°,0 mm,17.5 Km/h,60.3 %
XRY,Jerez,18/04/2024,24.8°,11.8°,0 mm,13.8 Km/h,61.8 %
XRY,Jerez,19/04/2024,23.5°,11.5°,0 mm,20.5 Km/h,62 %
XRY,Jerez,20/04/2024,22.8°,11.3°,"1,1 mm",23.3 Km/h,60.5 %
XRY,Jerez,21/04/2024,20.5°,10.8°,"0,5 mm",21.3 Km/h,71.8 %
XRY,Jerez,22/04/2024,22°,12.3°,"2,7 mm",22.8 Km/h,73.3 %
XRY,Jerez,23/04/2024,24.3°,11.3°,"0,5 mm",27.3 Km/h,60.5 %
XRY,Jerez,24/04/2024,24.3°,12.5°,"0,4 mm",18 Km/h,56.8 %
XRY,Jerez,25/04/2024,24°,12.5°,"0,6 mm",19 Km/h,64.8 %
XRY,Jerez,26/04/2024,23.5°,12.8°,"4,9 mm",23 Km/h,65 %
XRY,Jerez,27/04/2024,26.7°,14.3°,"3,7 mm",20 Km/h,64.7 %
XRY,Jerez,28/04/2024,25°,13.7°,"0,1 mm",18.7 Km/h,62.7 %
XRY,Jerez,29/04/2024,22.5°,12°,"0,2 mm",18 Km/h,64 %
XRY,Jerez,30/04/2024,22.8°,12.8°,"1,5 mm",17.8 Km/h,62.5 %
XRY,Jerez,1/05/2024,24.3°,12.3°,1 mm,22.5 Km/h,59.3 %
XRY,Jerez,2/05/2024,23.8°,11°,0 mm,22.5 Km/h,54 %
XRY,Jerez,3/05/2024,24°,11.5°,"0,1 mm",19.8 Km/h,57.8 %
XRY,Jerez,4/05/2024,24°,12.5°,"0,4 mm",16.5 Km/h,63.5 %
XRY,Jerez,5/05/2024,26.8°,12.8°,"0,1 mm",20 Km/h,66 %
XRY,Jerez,6/05/2024,27.3°,13.5°,0 mm,18 Km/h,60.5 %
XRY,Jerez,7/05/2024,30°,14.5°,0 mm,18.3 Km/h,55.8 %
XRY,Jerez,8/05/2024,30.3°,14.8°,0 mm,18 Km/h,51 %
XRY,Jerez,9/05/2024,29.3°,15.5°,"0,3 mm",23.5 Km/h,50 %
XRY,Jerez,10/05/2024,28.8°,14.8°,"1,1 mm",22.3 Km/h,47.8 %
XRY,Jerez,11/05/2024,27.5°,13.8°,"0,2 mm",20.8 Km/h,50 %
XRY,Jerez,12/05/2024,27°,14°,0 mm,22.5 Km/h,53 %
XRY,Jerez,13/05/2024,28°,13.8°,0 mm,22.5 Km/h,53.3 %
XRY,Jerez,14/05/2024,27.3°,13.5°,0 mm,25 Km/h,58.3 %
XRY,Jerez,15/05/2024,26.5°,12.8°,0 mm,21 Km/h,56.5 %
XRY,Jerez,16/05/2024,28.5°,13.5°,0 mm,21.3 Km/h,58 %
XRY,Jerez,17/05/2024,27.3°,15.3°,"0,1 mm",21 Km/h,59 %
XRY,Jerez,18/05/2024,27.8°,15°,"0,8 mm",21 Km/h,53.8 %
XRY,Jerez,19/05/2024,29.3°,15°,0 mm,22.5 Km/h,51.5 %
XRY,Jerez,20/05/2024,28.3°,15°,0 mm,22.3 Km/h,56.3 %
XRY,Jerez,21/05/2024,26.5°,15.5°,"2,4 mm",25.3 Km/h,55.3 %
XRY,Jerez,22/05/2024,25.3°,14.3°,"2,9 mm",18 Km/h,60 %
XRY,Jerez,23/05/2024,24.8°,12°,"11,1 mm",19.5 Km/h,64 %
XRY,Jerez,24/05/2024,25.5°,12.8°,"0,4 mm",20.5 Km/h,55.5 %
XRY,Jerez,25/05/2024,29.8°,14.3°,"0,1 mm",20.3 Km/h,52 %
XRY,Jerez,26/05/2024,30.8°,15°,0 mm,19.3 Km/h,49 %
XRY,Jerez,27/05/2024,28.8°,16°,"0,9 mm",22 Km/h,53 %
XRY,Jerez,28/05/2024,30.8°,15.5°,"0,1 mm",21.5 Km/h,51.5 %
XRY,Jerez,29/05/2024,30.8°,15.8°,0 mm,19.5 Km/h,59.3 %
XRY,Jerez,30/05/2024,30°,16.8°,0 mm,20.5 Km/h,55.3 %
XRY,Jerez,31/05/2024,32°,17.3°,0 mm,24.5 Km/h,52.8 %
XRY,Jerez,1/06/2024,29.3°,16°,"1,2 mm",22.3 Km/h,62.3 %
XRY,Jerez,2/06/2024,28.5°,15.5°,"0,3 mm",20.8 Km/h,61.5 %
XRY,Jerez,3/06/2024,29.5°,15.8°,"0,7 mm",21.8 Km/h,59 %
XRY,Jerez,4/06/2024,28.8°,16.3°,0 mm,21.5 Km/h,58.8 %
XRY,Jerez,5/06/2024,31.8°,16.3°,"1,1 mm",20.5 Km/h,58.3 %
XRY,Jerez,6/06/2024,34°,18°,0 mm,25 Km/h,47.5 %
XRY,Jerez,7/06/2024,30.5°,17.5°,1 mm,22.5 Km/h,56 %
XRY,Jerez,8/06/2024,30.8°,18.8°,"1,1 mm",22.8 Km/h,55.8 %
XRY,Jerez,9/06/2024,30.5°,18°,"0,9 mm",22 Km/h,58.3 %
XRY,Jerez,10/06/2024,31.8°,18.8°,"0,2 mm",21.5 Km/h,55.8 %
XRY,Jerez,11/06/2024,31.3°,18.5°,0 mm,22.3 Km/h,53 %
XRY,Jerez,12/06/2024,32.3°,18.5°,0 mm,24.8 Km/h,52 %
XRY,Jerez,13/06/2024,32.5°,18.5°,0 mm,24 Km/h,52.3 %
XRY,Jerez,14/06/2024,33.5°,18.8°,0 mm,21.5 Km/h,50.8 %
XRY,Jerez,15/06/2024,34.3°,19.5°,0 mm,24 Km/h,50.8 %
XRY,Jerez,16/06/2024,33.5°,18.3°,0 mm,21 Km/h,53.5 %
XRY,Jerez,17/06/2024,33.5°,19.3°,"0,1 mm",22 Km/h,51 %
XRY,Jerez,18/06/2024,29.3°,18.3°,"0,3 mm",23 Km/h,60.5 %
XRY,Jerez,19/06/2024,27°,15.3°,"0,1 mm",23.3 Km/h,61.7 %
XRY,Jerez,20/06/2024,25.7°,16°,0 mm,22.3 Km/h,65 %
XRY,Jerez,21/06/2024,29°,15.5°,"0,3 mm",22 Km/h,55.3 %
XRY,Jerez,22/06/2024,30.3°,17.3°,0 mm,22.3 Km/h,52.3 %
XRY,Jerez,23/06/2024,33.8°,18.8°,0 mm,21 Km/h,49.5 %
XRY,Jerez,24/06/2024,34.8°,19.3°,0 mm,18.8 Km/h,45.3 %
XRY,Jerez,25/06/2024,35.3°,19.5°,0 mm,20.8 Km/h,46 %
XRY,Jerez,26/06/2024,32.5°,19.8°,0 mm,21.3 Km/h,46.5 %
XRY,Jerez,27/06/2024,31.8°,18°,0 mm,22.3 Km/h,49 %
XRY,Jerez,28/06/2024,32°,17.3°,"0,3 mm",23.3 Km/h,50 %
XRY,Jerez,29/06/2024,31.8°,18.3°,0 mm,21 Km/h,56.8 %
XRY,Jerez,30/06/2024,30.8°,16.8°,0 mm,20 Km/h,54 %
XRY,Jerez,1/07/2024,33.5°,17.5°,0 mm,19.8 Km/h,53.5 %
XRY,Jerez,2/07/2024,35.5°,19.8°,0 mm,20.5 Km/h,50.3 %
XRY,Jerez,3/07/2024,34.5°,21°,0 mm,23 Km/h,52.3 %
XRY,Jerez,4/07/2024,34.3°,19.8°,0 mm,21.3 Km/h,51.8 %
XRY,Jerez,5/07/2024,33.5°,19.3°,0 mm,23.8 Km/h,52 %
XRY,Jerez,6/07/2024,33°,19°,0 mm,21.5 Km/h,57 %
XRY,Jerez,7/07/2024,32.8°,18.3°,0 mm,21.8 Km/h,48.5 %
XRY,Jerez,8/07/2024,35.8°,18.3°,0 mm,20 Km/h,48 %
XRY,Jerez,9/07/2024,38.3°,20.3°,0 mm,18.5 Km/h,43.8 %
XRY,Jerez,10/07/2024,40.8°,22.3°,0 mm,17.3 Km/h,35.8 %
XRY,Jerez,11/07/2024,38.5°,23.5°,0 mm,24.5 Km/h,41.3 %
XRY,Jerez,12/07/2024,36.8°,22.3°,0 mm,25 Km/h,35.3 %
XRY,Jerez,13/07/2024,36.5°,20.5°,0 mm,22.3 Km/h,36.5 %
XRY,Jerez,14/07/2024,36.3°,20.8°,0 mm,22.5 Km/h,41.3 %
XRY,Jerez,15/07/2024,37.7°,22°,0 mm,24.3 Km/h,38 %
XRY,Jerez,16/07/2024,38°,20.8°,0 mm,21.5 Km/h,36.8 %
XRY,Jerez,17/07/2024,40.3°,21.8°,0 mm,20.8 Km/h,36.8 %
XRY,Jerez,18/07/2024,36.5°,22°,0 mm,19.3 Km/h,50.3 %
XRY,Jerez,19/07/2024,37°,21.3°,0 mm,20 Km/h,44 %
XRY,Jerez,20/07/2024,36.3°,20.3°,0 mm,20.5 Km/h,45 %
XRY,Jerez,21/07/2024,35.3°,20°,0 mm,20.5 Km/h,44.5 %
XRY,Jerez,22/07/2024,36.3°,20.3°,0 mm,18 Km/h,41.3 %
XRY,Jerez,23/07/2024,37°,22°,0 mm,18 Km/h,42.3 %
XRY,Jerez,24/07/2024,35.7°,21.7°,0 mm,23 Km/h,40.7 %
XRY,Jerez,25/07/2024,35.5°,22°,0 mm,23 Km/h,39.8 %
XRY,Jerez,26/07/2024,33°,20°,0 mm,21.3 Km/h,52.3 %
XRY,Jerez,27/07/2024,33°,19°,0 mm,20.5 Km/h,56.3 %
XRY,Jerez,28/07/2024,36°,20.3°,0 mm,22.8 Km/h,51.3 %
XRY,Jerez,29/07/2024,35.8°,22.3°,0 mm,21.3 Km/h,48.3 %
XRY,Jerez,30/07/2024,37°,22.8°,0 mm,20.5 Km/h,46.5 %
XRY,Jerez,31/07/2024,35.8°,21.3°,0 mm,22.8 Km/h,45.5 %
XRY,Jerez,1/08/2024,35.5°,19.8°,0 mm,20.8 Km/h,49.5 %
XRY,Jerez,2/08/2024,35.3°,20.3°,0 mm,22.5 Km/h,54.8 %
XRY,Jerez,3/08/2024,34.8°,20.3°,0 mm,20.3 Km/h,49.3 %
XRY,Jerez,4/08/2024,35.3°,20.5°,0 mm,20.8 Km/h,51.8 %
XRY,Jerez,5/08/2024,36.5°,21.3°,0 mm,20.3 Km/h,53.5 %
XRY,Jerez,6/08/2024,35.3°,21°,0 mm,19.5 Km/h,51.5 %
XRY,Jerez,7/08/2024,34.5°,20°,0 mm,21 Km/h,50.3 %
XRY,Jerez,8/08/2024,34°,20°,0 mm,19 Km/h,54.5 %
XRY,Jerez,9/08/2024,36°,20.5°,0 mm,22.8 Km/h,53 %
XRY,Jerez,10/08/2024,35.8°,21.5°,0 mm,21 Km/h,54.8 %
XRY,Jerez,11/08/2024,37.5°,22.8°,0 mm,19.3 Km/h,48.5 %
XRY,Jerez,12/08/2024,38°,22.5°,0 mm,17.5 Km/h,48.8 %
XRY,Jerez,13/08/2024,37°,23°,0 mm,20 Km/h,44.5 %
XRY,Jerez,14/08/2024,35.8°,22°,0 mm,19.8 Km/h,42.5 %
XRY,Jerez,15/08/2024,36.5°,21.8°,0 mm,19 Km/h,42.3 %
XRY,Jerez,16/08/2024,36.5°,22.3°,0 mm,22.3 Km/h,43.3 %
XRY,Jerez,17/08/2024,34.3°,20.5°,0 mm,22.5 Km/h,45.8 %
XRY,Jerez,18/08/2024,34.7°,21.7°,0 mm,19 Km/h,53 %
XRY,Jerez,19/08/2024,35°,21.5°,0 mm,19.5 Km/h,47.3 %
XRY,Jerez,20/08/2024,37.3°,21.8°,0 mm,16.5 Km/h,44.5 %
XRY,Jerez,21/08/2024,37.5°,22.5°,0 mm,21 Km/h,44 %
XRY,Jerez,22/08/2024,36°,23°,"0,1 mm",21.5 Km/h,47.8 %
XRY,Jerez,23/08/2024,36.5°,22.3°,0 mm,19.8 Km/h,45.8 %
XRY,Jerez,24/08/2024,34.8°,22.3°,0 mm,20.8 Km/h,52.8 %
XRY,Jerez,25/08/2024,36°,22.3°,0 mm,21.3 Km/h,52 %
XRY,Jerez,26/08/2024,35.8°,22.3°,0 mm,22 Km/h,51.5 %
